SKU,Price,Wholesale price
71353165377177,143.1,121.55
71355750036003,143.1,121.55
71355750666015,143.1,121.55
71355751274676,143.1,121.55
71389317484316,102.59,86.21
71391501781578,273.28,231.03
71452572836715,69.83,59.48
71467361835803,275.86,275.86
71517709753110,90.52,76.72
71517735104453,93.1,79.31
71517741641494,87.07,74.14
71517746228938,12.93,10.34
71517786733459,128.45,108.62
71519614469419,97.41,81.9
71519619481389,102.59,87.07
71528146810560,1106.03,933.62
71544693796573,122.41,103.45
71590673594006,372.41,314.66
71590677702469,156.9,132.76
71590681219498,81.9,68.97
71590844730143,178.45,150
71590852646630,52.59,44.83
71625369001062,116.38,98.28
71625376520178,542.24,457.76
71683478789795,176.72,145.69
71685737727775,114.66,96.55
71685768794767,102.59,87.07
71693199343688,75.86,64.66
71693210074109,87.07,74.14
71693215784764,21.55,19.83
71711301750362,330.6,292.46
71822521211138,87.07,74.14
71822531454682,87.07,74.14
71822536603322,87.07,74.14
71822538974538,87.07,74.14
71822540884162,87.07,74.14
71822566957249,125.86,106.9
71822570517421,125.86,106.9
71822571738428,125.86,106.9
71822572719885,125.86,106.9
71822573780962,125.86,106.9
71822575009103,125.86,106.9
71822593763507,133.62,113.79
71822601677515,369.83,312.93
71822608229249,180.17,152.59
71822614194412,180.17,152.59
71841665101577,10.34,6.9
71968450038440,250.86,212.07
71968515163455,291.38,245.69
71968529157521,343.97,290.52
71968538749648,407.76,343.97
71995179181474,186.21,157.76
71995183223866,186.21,157.76
71996554548504,181.03,152.59
72003681989013,45.69,38.79
72021242041195,8.62,6.03
72021242850927,8.62,6.03
72021244757587,8.62,6.03
72022063267521,372.41,314.66
72108346124569,244.83,206.9
72123512189828,45.69,38.79
72141396923812,102.59,87.07
72141399181305,102.59,87.07
72141405090918,102.59,87.07
72201925679470,200,169.83
72201935304410,200,169.83
72201938562510,200,169.83
72202795206058,81.9,68.97
72202795990878,81.9,68.97
72202797819147,81.9,68.97
72204289688108,172.41,172.41
72210551304060,7.76,6.03
72210596613475,355.17,300
72210663271958,87.93,74.14
72210668298896,87.93,74.14
72210671701560,87.93,74.14
72211854470335,200,169.83
72228707286735,29.09,24.14
72263327200916,102.59,87.07
72263355727761,102.59,87.07
72263357668781,102.59,87.07
72263552938754,122.41,103.45
72263557130069,122.41,103.45
72289572837042,231.03,194.83
72289640137077,9.48,8.62
72298488203784,176.72,145.69
72298489743293,176.72,145.69
72305498080923,7.76,6.03
72359563843545,192.24,162.93
72365980661806,122.41,103.45
72365984680508,122.41,103.45
72365987567901,122.41,103.45
72365992783585,122.41,103.45
72365995124444,122.41,103.45
72365998526945,122.41,103.45
72366005059488,122.41,103.45
72366006865535,122.41,103.45
72366008685083,122.41,103.45
72366014807235,122.41,103.45
72366016990554,122.41,103.45
72366019220786,122.41,103.45
72366021424529,122.41,103.45
72366179722047,114.66,96.55
72368155667130,379.31,275.86
72374459672071,379.31,327.59
72374478657411,379.31,327.59
72376198472139,176.72,145.69
72376272724906,178.45,150
72385654478112,1900,1666.38
72385665397005,784.48,675.86
72435920918822,812.93,686.21
72435934524585,812.93,686.21
72478659959692,617.24,521.55
72478680099147,617.24,521.55
72478699982948,93.1,79.31
72487488290065,1707.93,1519.66
72487508547613,1176.72,1031.9
72487519701307,1412.07,1238.79
72504841722629,1268.97,1071.55
72539338516537,177.59,150
72591346859892,975,855.17
72600124942112,9.48,8.62
72669420477927,3563.79,3125.86
72669434998201,463.79,391.38
72669456147533,1333.62,1169.83
72683508108163,407.76,343.97
72683525372208,510.34,439.66
72683526086926,510.34,439.66
72683540449668,331.03,285.34
72683560780019,460.34,381.9
72683610936039,2667.24,2339.66
72683627795275,2891.38,2491.38
72683644341187,3900,3360.34
72714777896306,372.41,314.66
72746873974194,308.62,261.21
72746906691868,448.28,378.45
72746914902762,448.28,378.45
72746927982979,448.28,378.45
72816765779315,151.72,128.45
72816772807221,134.48,113.79
72841922050749,1512.93,1277.59
72841931419736,181.03,152.59
72841941352109,64.66,54.31
72841948475979,64.66,54.31
72841952729459,64.66,54.31
72842213938604,1512.93,1277.59
72842216011993,1512.93,1277.59
72842218732878,1512.93,1277.59
72843056232502,181.03,152.59
72843057763949,181.03,152.59
72859596138672,268.1,226.72
72894752463107,617.24,521.55
72894758893279,617.24,521.55
72894782088729,500.86,423.28
72910493190275,688.79,668.97
72920249796959,576.72,487.07
72920251999454,576.72,487.07
72920253657890,576.72,487.07
72920254977305,576.72,487.07
72920258141787,576.72,487.07
72920272421717,302.59,256.03
72997958827570,52.59,44.83
72997966323032,52.59,44.83
73031583320067,97.41,81.9
73031597757715,58.62,49.14
73031601644562,58.62,49.14
73031603763838,58.62,49.14
73031605528385,58.62,49.14
73031634388931,58.62,49.14
73031639954396,58.62,49.14
73031642236430,58.62,49.14
73031661547705,331.9,280.17
73031673530919,331.9,280.17
73031677049449,331.9,280.17
73031678616713,331.9,280.17
73031701809797,324.14,273.28
73031705563650,324.14,273.28
73031783271433,18.1,15.52
73031786955239,18.1,15.52
73031788421278,18.1,15.52
73031789858391,18.1,15.52
73031810721506,331.9,280.17
73049265823166,87.93,74.14
73049267890646,87.93,74.14
73049280201977,87.93,74.14
73049281953829,87.93,74.14
73049284007758,87.93,74.14
73049298624560,87.93,74.14
73049300314249,87.93,74.14
73049310756583,87.93,74.14
73049312064203,87.93,74.14
73049332809528,87.93,74.14
73049335181860,87.93,74.14
73049354708552,87.93,74.14
73049357241693,87.93,74.14
73049373420282,87.93,74.14
73049376621065,87.93,74.14
73049396727399,205.17,173.28
73049401182883,205.17,173.28
73049402694855,205.17,173.28
73049405112738,205.17,173.28
73049406675593,205.17,173.28
73049442068298,69.83,59.48
73049584281290,87.93,74.14
73083061175860,778.88,677.16
73083062625388,778.88,677.16
73083066021536,778.88,677.16
73083112759081,1815.52,1533.62
73083120569652,1815.52,1533.62
73083164465826,125.86,106.9
73083166213647,125.86,106.9
73083218027903,460.34,388.79
73083259483068,139.66,118.1
73083267352904,139.66,118.1
73083332574071,3089.66,2679.31
73093975063080,650,570.69
73093986605640,1418.1,1243.97
73093995733952,650,570.69
73100647713403,1600,1387.93
73100660138568,2857.76,2506.03
73108511875723,756.9,638.79
73117897877509,58.48,49.57
73117910626354,89.38,78.45
73117925144767,84.48,71.55
73117950936864,38.79,32.76
73117964375993,149.14,125.86
73117966952062,149.14,125.86
73117982867812,227.59,192.24
73117984975705,227.59,192.24
73118001722814,149.14,125.86
73118003816915,149.14,125.86
73118015958641,128.45,108.62
73118019363023,128.45,108.62
73118020836794,128.45,108.62
73118022483417,128.45,108.62
73118024395423,128.45,108.62
73118045846689,617.24,521.55
73118047305047,617.24,521.55
73118048685924,617.24,521.55
73145182330535,64.66,54.31
73145798359962,756.9,638.79
73145800177364,756.9,638.79
73169717597363,89.66,75.86
73169728608295,89.66,75.86
73169757130549,89.66,75.86
73169758721681,89.66,75.86
73169760996450,89.66,75.86
73169790293202,99.14,83.62
73169791965793,99.14,83.62
73169793215985,99.14,83.62
73169794990195,99.14,83.62
73169796442487,99.14,83.62
73169880874677,35.34,30.17
73213610454725,460.34,388.79
73214354702683,576.72,487.07
73214356702582,576.72,487.07
73214358087670,576.72,487.07
73214359720281,576.72,487.07
73214369816259,576.72,487.07
73239234996888,235.34,199.14
73239237485874,235.34,199.14
73239350630850,442.24,374.14
73239352248229,442.24,374.14
73239355003083,442.24,374.14
73239381698389,442.24,374.14
73239383696764,442.24,374.14
73239385638639,442.24,374.14
73239399202850,448.28,378.45
73239400752399,448.28,378.45
73239403564287,448.28,378.45
73239424488750,68.41,46.98
73239426124912,68.41,46.98
73239457670559,76.14,65.52
73239460208744,76.14,65.52
73239475680870,84.97,75
73239477296957,84.97,75
73239553414135,114.66,96.55
73239555270714,114.66,96.55
73239574904553,401.72,339.66
73239576629741,401.72,339.66
73239578714086,401.72,339.66
73239625209337,262.07,221.55
73239629050110,262.07,221.55
73239641795042,204.31,172.41
73239643358705,204.31,172.41
73239644718004,204.31,172.41
73239646423722,204.31,172.41
73239655944552,231.03,194.83
73239657992610,231.03,194.83
73290382202072,134.48,113.79
73290383713365,134.48,113.79
73290385817495,134.48,113.79
73290388143728,134.48,113.79
73290396693506,134.48,113.79
73290455520954,401.72,339.66
73290460038510,401.72,339.66
73290904629353,361.21,305.17
73290906505078,361.21,305.17
73292581923089,178.45,150
73318248815238,134.48,113.79
73318273901099,687.07,575
73318294216435,1030.17,865.52
73318325909444,1222.41,1031.9
73318342466404,4259.48,3693.97
73318388063959,2813.79,2440.52
73437298992182,1047.41,884.48
73437314655879,1379.31,1196.55
73437325270196,1633.62,1416.38
73455214062180,114.66,96.55
73455451783393,192.24,162.93
73455675223537,8.62,6.9
73455700248323,8.62,6.9
73464953513033,442.24,374.14
73464955323952,442.24,374.14
73464959579399,442.24,374.14
73533469615203,145.69,123.28
73533592829957,139.66,118.1
73533595237659,139.66,118.1
73637747703847,204.31,172.41
73637905870380,237.07,196.55
73644153458208,204.31,172.41
73662689301425,41.38,34.48
73662690224015,41.38,34.48
73662690963447,41.38,34.48
73690004885419,226.72,191.38
73690008319447,226.72,191.38
73690018539760,226.72,191.38
73698165330312,102.59,196.55
73705882391390,152.59,129.31
73705920623083,237.07,200
73705940636515,370.69,312.93
73705943197738,370.69,312.93
73705945160288,370.69,312.93
73705946944898,370.69,312.93
73758896713335,12.07,10.34
73766274448963,46.55,39.66
73766529891986,42.24,36.21
73766531363464,42.24,36.21
73783493136841,696.55,587.93
73801911535293,343.97,343.97
73801916564094,465.52,465.52
73810656417471,184.48,156.03
73810686764855,277.59,234.48
73810710025032,335.34,283.62
73810746535947,393.97,332.76
73810760308242,157.76,132.76
73810777769960,134.48,113.79
73810830248930,114.66,96.55
73810837095732,114.66,96.55
73810838403413,114.66,96.55
73810841749155,114.66,96.55
73825931469216,162.93,137.93
73825933099808,162.93,137.93
73825935050530,162.93,137.93
73825936494762,162.93,137.93
73825954620662,194.34,165.11
73825956062626,194.34,165.11
73825958778447,194.34,165.11
73825973211321,197.41,167.24
73825975938611,197.41,167.24
73834580422155,237.07,196.55
73834585509161,237.07,196.55
73834588917648,237.07,196.55
73834594178197,237.07,196.55
73842546812981,237.07,196.55
73842555168088,237.07,196.55
73842562858628,237.07,196.55
73842568850301,237.07,196.55
73869546592351,333.62,281.9
73869548398756,333.62,281.9
73869549920621,333.62,281.9
73869561322686,227.59,192.24
73869588334327,192.24,162.93
73869590841759,192.24,162.93
73869598375755,192.24,162.93
73869599916278,192.24,162.93
73938730564237,343.97,290.52
73938739274518,331.9,280.17
73956711990603,401.72,339.66
73956714219238,425.0,359.48
73956717951108,401.72,339.66
73956802356981,111.21,93.97
73956805113666,111.21,93.97
73956808504590,111.21,93.97
73965549315084,929.31,784.48
73991253046827,162.07,137.07
73991254153320,162.07,137.07
73991326976561,102.59,87.07
74007669824840,172.41,145.69
74016926885309,2155.17,49.14
74025425952502,7613.79,6602.59
74042064572130,111.21,196.55
74042068636127,111.21,196.55
74042072185656,111.21,196.55
74042082522362,128.45,196.55
74042083912049,128.45,196.55
74042162557226,102.59,196.55
74052850691238,52.59,43.97
74052852134637,52.59,43.97
74052877508038,149.14,125.86
74052894197651,41.38,34.48
740617178944,91.38,77.59
74061732963610,81.9,68.97
74128529769142,33.62,28.45
74129513731135,137.93,116.38
74129516043169,137.93,116.38
74129520663014,137.93,116.38
74129555879463,29.31,25
74129574869560,37.93,31.9
74129592257958,49.66,41.38
74129605683974,37.93,31.9
74129619359722,38.62,33.19
74129647178983,99.14,83.62
74129648687438,99.14,83.62
74129669549175,145.69,123.28
74129671421009,145.69,123.28
74129691635997,181.03,152.59
74129694558143,181.03,152.59
74129706178853,32,27.16
74129742149074,14.34,13.36
74129743611166,14.34,13.36
74129985605232,204.31,172.41
74148619889772,587.93,496.55
74180840244685,302.59,256.03
74180853139769,274.14,231.03
74180854583907,274.14,231.03
74180855879655,274.14,231.03
74180950705240,18.1,15.52
74198320966850,343.97,290.52
74198323248232,343.97,290.52
74198325167256,343.97,290.52
74198336045282,227.59,192.24
74198337747841,227.59,192.24
74198340147840,227.59,192.24
74198361949558,6.9,6.03
74198363773886,6.9,6.03
74198379807355,7.76,6.9
74198381590315,7.76,6.9
74251062719401,87.93,74.14
74251094015271,81.9,68.97
74251120464754,87.93,74.14
74251121554350,87.93,74.14
74251122759655,87.93,74.14
74251123624041,87.93,74.14
74251125198178,87.93,74.14
74265546109857,32,27.16
74265592548391,29.31,25
74265599664456,37.93,31.9
74265612517774,37.93,31.9
74265618068024,38.62,33.19
74265624196550,49.66,41.38
74300986626887,79.45,59.05
74302998121727,128.45,108.62
74303018267194,367.24,310.34
74303022058470,367.24,310.34
74303024951508,367.24,310.34
74303029129752,367.24,310.34
74303058402683,487.07,411.21
74303060375044,487.07,411.21
74303064041464,487.07,411.21
74303067973687,487.07,411.21
74344133349189,656.03,575
74344134692801,656.03,575
74372767080986,277.59,234.48
74372803565620,907.76,767.24
74404659402334,139.66,118.1
74404680608340,181.03,152.59
74440294343450,102.59,87.07
74440295977585,102.59,87.07
74440309898902,2073.28,2014.66
74440379078411,64.66,54.31
74473999218700,290.52,244.83
74474034188039,290.52,244.83
74474057289461,248.28,210.34
74474059909102,248.28,210.34
74474075740710,514.66,436.21
74474079326406,514.66,436.21
74474138140595,75,63.79
74474141036137,75,63.79
74474142580938,75,63.79
74474145242561,75,63.79
74474163815668,168.1,143.97
74474165751205,168.1,143.97
74474179027114,83.62,70.69
74474180747412,83.62,70.69
74474183284269,83.62,70.69
74474212391957,93.1,77.59
74474216100809,93.1,77.59
74474219162813,93.1,77.59
74474228294432,140.52,117.24
74474230349214,140.52,117.24
74474236482251,140.52,117.24
74474821751587,87.93,74.14
74474842785501,128.45,108.62
74484674917709,114.66,99.14
74527232972466,675,570.69
74527235187235,675,570.69
74527238724823,675,570.69
74528045371325,161.21,136.21
74528051403988,161.21,136.21
74543350192543,291.38,245.69
74543359829147,44.83,37.93
74559763889012,83.62,70.69
74595757937114,237.07,196.55
